probe,column,gene,system_id,system,input,requested_gene,best_direction,best_label,best_confidence,best_evidence,best_tier,best_expected_accuracy,direction_uncertain,best_direction_filled,best_direction_flipped,smr_direction,smr_tier,smr_p,smr_n_instruments,smr_gene_dist,smr_agreement,consensus_direction,n_tissues_calling,tissue_agreement,gene_blood,dir_blood,conf_blood,tier_blood,status_blood,gene_nasal,dir_nasal,conf_nasal,tier_nasal,status_nasal,gene_solid,dir_solid,conf_solid,tier_solid,status_solid,gene_universal,dist_universal,dir_universal,p_universal,agree_universal,dist_unanimous,dist_dir_blood,dist_dir_nasal,dist_dir_solid,measured_genes,measured_tissues,measured_direction,measured_direction_requested,annotation_mismatch,mismatch_note,note,p_conf,p_plus
cg26014066,cg26014066_BC21_T1_AR,AR,4,Sex steroids: receptors & metabolism,cg26014066,AR,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26064535,cg26064535_TC21_T1_OPRD1,OPRD1,12,Opioid & melanocortin,cg26064535,OPRD1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SUZ12P1,,0.6322,A,REQUESTED_GENE_UNAVAILABLE,EPB41,,0.1556,B,REQUESTED_GENE_UNAVAILABLE,EPB41,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26066837,cg26066837_BC21_T1_GRM6,GRM6,16,Glutamate & synaptic scaffolding,cg26066837,GRM6,,,,no_evidence,,,FALSE,,,,,,,,,,0,,ZNF354C,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,ZNF454,,0.2479,B,REQUESTED_GENE_UNAVAILABLE,ZNF354B,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26067726,cg26067726_TC21_T1_COMT,COMT,8,Dopamine,cg26067726,COMT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,COMT;MIR4761,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,ARVCF,,0.31,A,REQUESTED_GENE_UNAVAILABLE,TBX1,,0.1667,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26067942,cg26067942_BC11_T1_COMT,COMT,8,Dopamine,cg26067942,COMT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,COMT;MIR4761,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,ARVCF,,0.3409,A,REQUESTED_GENE_UNAVAILABLE,TBX1,,0.1667,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26068079,cg26068079_BC21_T1_NRG1,NRG1,25,Social-synaptic & psychiatric risk,cg26068079,NRG1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26071755,cg26071755_TC21_T1_HTR2C,HTR2C,9,Serotonin,cg26071755,HTR2C,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26079664,cg26079664_BC11_T1_GRM2,GRM2,16,Glutamate & synaptic scaffolding,cg26079664,GRM2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,IQCF4,,0.1971,B,REQUESTED_GENE_UNAVAILABLE,PARP3,,0.8793,A,REQUESTED_GENE_UNAVAILABLE,EPS15,,0.3688,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26081767,cg26081767_TC21_T1_FOXP2,FOXP2,25,Social-synaptic & psychiatric risk,cg26081767,FOXP2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAGI3,,0.298,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26083330,cg26083330_TC11_T1_NNAT,NNAT,21,Imprinted genes & DMRs,cg26083330,NNAT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,BLCAP,,0.3889,A,REQUESTED_GENE_UNAVAILABLE,SRC,,0.1815,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26083841,cg26083841_TC21_T1_SLC1A2,SLC1A2,16,Glutamate & synaptic scaffolding,cg26083841,SLC1A2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,CD44,,0.2479,B,REQUESTED_GENE_UNAVAILABLE,UNC13B,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26093429,cg26093429_BC21_T1_FKBP1A,FKBP1A,1,"Oxytocin, vasopressin & CICR",cg26093429,FKBP1A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SIRPB2,,0.0733,B,REQUESTED_GENE_UNAVAILABLE,SDCBP2,,0.4745,A,REQUESTED_GENE_UNAVAILABLE,SDCBP2,,0.1244,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26094482,cg26094482_BC11_T1_KCNQ1OT1,KCNQ1OT1,21,Imprinted genes & DMRs,cg26094482,KCNQ1OT1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,VLDLR,,0.3959,A,REQUESTED_GENE_UNAVAILABLE,CDKN1C,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,CDKN1C,,0.4386,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26123256,cg26123256_BC11_T1_UCN,UCN,2,HPA axis & glucocorticoid signalling,cg26123256,UCN,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LOC105374363,,0.058,B,REQUESTED_GENE_UNAVAILABLE,ATRAID,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26125082,cg26125082_TC21_T1_CRY2,CRY2,23,Circadian & melatonin,cg26125082,CRY2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,LARGE2,,0.289,A,REQUESTED_GENE_UNAVAILABLE,LARGE2,,0.1453,A,REQUESTED_GENE_UNAVAILABLE,TBKBP1,,0.4431,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26136194,cg26136194_BC11_T1_ADORA2A,ADORA2A,8,Dopamine,cg26136194,ADORA2A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,GGT1,,0.8457,A,REQUESTED_GENE_UNAVAILABLE,ADORA2A,,0.1667,A,ABSTAIN,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26136195,cg26136195_TC21_T1_ADORA2A,ADORA2A,8,Dopamine,cg26136195,ADORA2A,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,GGT1,,0.8457,A,REQUESTED_GENE_UNAVAILABLE,ADORA2A,,0.0131,A,ABSTAIN,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26142132,cg26142132_BC21_T1_AANAT,AANAT,23,Circadian & melatonin,cg26142132,AANAT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,AC079325.1,,0.0733,A,REQUESTED_GENE_UNAVAILABLE,RHBDF2,,0.3197,A,REQUESTED_GENE_UNAVAILABLE,CYGB,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26146287,cg26146287_BC21_T1_CARTPT,CARTPT,27,Appetite & metabolic programming,cg26146287,CARTPT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,TEX261,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26151675,cg26151675_BC21_T1_CNR2,CNR2,14,Endocannabinoid,cg26151675,CNR2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,GALE,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,GALE,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26160218,cg26160218_BC11_T1_THRB,THRB,26,Thyroid & neurodevelopment,cg26160218,THRB,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,PFN4,,0.3197,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26161820,cg26161820_BC21_T1_PPP1R1B,PPP1R1B,8,Dopamine,cg26161820,PPP1R1B,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PGAP3,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,PGAP3,,0.3771,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26173492,cg26173492_BC21_T1_NADSYN1,NADSYN1,15,Kynurenine pathway,cg26173492,NADSYN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,FAM104A,,0.1934,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26196496,cg26196496_BC21_T1_CRHBP,CRHBP,2,HPA axis & glucocorticoid signalling,cg26196496,CRHBP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,S100Z,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26200826,cg26200826_TC21_T1_HTR3B,HTR3B,9,Serotonin,cg26200826,HTR3B,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26261055,cg26261055_TC21_T1_CRHBP,CRHBP,2,HPA axis & glucocorticoid signalling,cg26261055,CRHBP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,S100Z,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26261298,cg26261298_BC21_T1_PLAGL1,PLAGL1,21,Imprinted genes & DMRs,cg26261298,PLAGL1,1,higher methylation -> HIGHER expression,,smr_high,A,"0.95-0.97 (SMR tier S1, concordant instruments; validated n=2,141)",FALSE,1,1,1,S1,8.314e-15,2,60151,TRUE,,1,1,PLAGL1,-1,0.3429,A,PREDICTED,PLAGL1,,0.1556,B,ABSTAIN,PLAGL1,,0.0131,B,ABSTAIN,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg26261627,cg26261627_TC11_T1_SRD5A2,SRD5A2,4,Sex steroids: receptors & metabolism,cg26261627,SRD5A2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,XDH,,0.0694,B,REQUESTED_GENE_UNAVAILABLE,EHMT2,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26267561,cg26267561_BC21_T1_OXT,OXT,1,"Oxytocin, vasopressin & CICR",cg26267561,OXT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,AVP,,0.4598,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26269677,cg26269677_BC21_T1_CRHBP,CRHBP,2,HPA axis & glucocorticoid signalling,cg26269677,CRHBP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,S100Z,,0.1971,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26275543,cg26275543_BC21_T1_MEST,MEST,21,Imprinted genes & DMRs,cg26275543,MEST,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CPA5,,0.7056,A,REQUESTED_GENE_UNAVAILABLE,ARHGAP18,,0.4852,A,REQUESTED_GENE_UNAVAILABLE,CPA5,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26281685,cg26281685_BC21_T1_NRXN1,NRXN1,25,Social-synaptic & psychiatric risk,cg26281685,NRXN1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26283564,cg26283564_TC21_T1_PEG10,PEG10,21,Imprinted genes & DMRs,cg26283564,PEG10,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PEG10,,0.3429,B,ABSTAIN,,,,,UNMAPPED,IDE,,0.1474,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26315602,cg26315602_BC21_T1_HSD17B2,HSD17B2,4,Sex steroids: receptors & metabolism,cg26315602,HSD17B2,-1,higher methylation -> LOWER expression,0.4326,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,,,,,UNMAPPED,,,,,UNMAPPED,HSD17B2,-1,0.4326,A,PREDICTED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.4326,0.2837
cg26333397,cg26333397_BC11_T1_SYP,SYP,18,Neurotrophins & activity-dependent plasticity,cg26333397,SYP,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26353176,cg26353176_BC21_T1_PDE4D,PDE4D,19,GPCR signalling & second messengers,cg26353176,PDE4D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,DEPDC1B,,0.6863,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26362197,cg26362197_TC21_T1_GRIN2D,GRIN2D,16,Glutamate & synaptic scaffolding,cg26362197,GRIN2D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CARD8,,0.298,A,REQUESTED_GENE_UNAVAILABLE,CYTH2,,0.2113,A,REQUESTED_GENE_UNAVAILABLE,CYTH2,,0.0131,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26373601,cg26373601_BC21_T1_EP300,EP300,20,Epigenetic machinery,cg26373601,EP300,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CHADL,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,CHADL,,0.3639,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26373618,cg26373618_TC21_T1_EP300,EP300,20,Epigenetic machinery,cg26373618,EP300,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CHADL,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,CHADL,,0.3639,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26374305,cg26374305_BC11_T1_MEG3,MEG3,21,Imprinted genes & DMRs,cg26374305,MEG3,-1,higher methylation -> LOWER expression,,smr_moderate,A,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,2.796e-98,1,7299,TRUE,,1,1,MEG3,-1,0.7056,A,PREDICTED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.15
cg26376030,cg26376030_BC11_T1_DEAF1,DEAF1,9,Serotonin,cg26376030,DEAF1,1,higher methylation -> HIGHER expression,,smr_moderate,A,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,1,1,1,S2,8.267e-10,1,29101,TRUE,,1,1,DEAF1,,0.298,A,ABSTAIN,DEAF1,-1,0.6135,A,PREDICTED,TALDO1,,0.0131,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg26383972,cg26383972_BC11_T1_HTR2C,HTR2C,9,Serotonin,cg26383972,HTR2C,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26418222,cg26418222_TC21_T1_NKX2_2,NKX2-2,9,Serotonin,cg26418222,NKX2-2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26449680,cg26449680_TC21_T1_CSNK1E,CSNK1E,23,Circadian & melatonin,cg26449680,CSNK1E,-1,higher methylation -> LOWER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,-1,-1,-1,S2,2.101e-41,1,26340,TRUE,,0,,,,,,UNMAPPED,TMEM184B,,0.7966,A,REQUESTED_GENE_UNAVAILABLE,PLA2G6,,0.2027,A,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,PLA2G6,nasal_epithelium,PLA2G6:-1,,TRUE,"measured association is with PLA2G6, not the requested gene - check which gene this CpG actually tracks","causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run | measured association is with PLA2G6, not the requested gene",0.7,0.15
cg26452915,cg26452915_TC21_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg26452915,GNAS,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CTSZ,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26479028,cg26479028_TC21_T1_HSD17B2,HSD17B2,4,Sex steroids: receptors & metabolism,cg26479028,HSD17B2,-1,higher methylation -> LOWER expression,0.3688,catalogue_single,A,"0.62-0.87 (tier A, one tissue only)",FALSE,-1,-1,,,,,,,,1,1,,,,,UNMAPPED,,,,,UNMAPPED,HSD17B2,-1,0.3688,A,PREDICTED,,,,,,,,,,,,,,,"",only one tissue called; no cross-tissue corroboration,0.3688,0.3156
cg26485878,cg26485878_BC21_T1_PDE4D,PDE4D,19,GPCR signalling & second messengers,cg26485878,PDE4D,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PDE4D,,0.2377,B,ABSTAIN,,,,,UNMAPPED,C14ORF37,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26511972,cg26511972_BC11_T1_HLA_G,HLA-G,24,"Immune, inflammation & HLA",cg26511972,HLA-G,1,higher methylation -> HIGHER expression,,smr_high,A,"0.95-0.97 (SMR tier S1, concordant instruments; validated n=2,141)",FALSE,1,1,1,S1,2.959e-18,2,232,TRUE,,2,0.5,HLA-G,-1,0.6537,A,PREDICTED,HLA-G,1,0.8509,A,PREDICTED,CDIPT,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg26516510,cg26516510_BC21_T1_IGF2,IGF2,21,Imprinted genes & DMRs,cg26516510,IGF2,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAD1L1,,0.1971,A,REQUESTED_GENE_UNAVAILABLE,CD81,,0.3639,A,REQUESTED_GENE_UNAVAILABLE,MAD1L1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26519919,cg26519919_BC21_T1_RSPO1,RSPO1,5,"HPG axis, puberty & KNDy",cg26519919,RSPO1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,GNL2,,0.0641,A,REQUESTED_GENE_UNAVAILABLE,GNL2,,0.2222,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26532826,cg26532826_BC21_T1_TCN2,TCN2,22,One-carbon metabolism,cg26532826,TCN2,1,higher methylation -> HIGHER expression,,smr_moderate,,"0.84-0.86 (SMR tier S2, single instrument; validated n=6,008)",FALSE,1,1,1,S2,6.149e-149,1,9918,TRUE,,0,,SEC14L6,,0.7856,A,REQUESTED_GENE_UNAVAILABLE,SLC35E4,,0.8457,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",causal direction from SMR (blood); consistent with methylation affecting expression AND with linkage - HEIDI not run,0.7,0.85
cg26534489,cg26534489_TC11_T1_GNAS,GNAS,19,GPCR signalling & second messengers,cg26534489,GNAS,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CTSZ,,0.4648,A,REQUESTED_GENE_UNAVAILABLE,CTSZ,,0.3409,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26538164,cg26538164_TC21_T1_IL6R_AS1,IL6R-AS1,24,"Immune, inflammation & HLA",cg26538164,IL6R-AS1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,IL6R,,0.571,A,REQUESTED_GENE_UNAVAILABLE,IL6R,,0.6135,A,REQUESTED_GENE_UNAVAILABLE,RPRM,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26544072,cg26544072_TC11_T1_HLA_G,HLA-G,24,"Immune, inflammation & HLA",cg26544072,HLA-G,,,,tissue_conflict,A,,FALSE,,,,,,,,,,2,0.5,HLA-G,-1,0.7056,A,PREDICTED,HLA-G,1,0.8507,A,PREDICTED,CDIPT,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,HLA-H,blood,HLA-H:+1,,TRUE,"measured association is with HLA-H, not the requested gene - check which gene this CpG actually tracks","tissues returned opposite directions; not resolved | measured association is with HLA-H, not the requested gene",,
cg26554037,cg26554037_TC21_T1_GNRH1,GNRH1,5,"HPG axis, puberty & KNDy",cg26554037,GNRH1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,SNORD116-20,,0.3429,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26559974,cg26559974_TC11_T1_GDNF,GDNF,18,Neurotrophins & activity-dependent plasticity,cg26559974,GDNF,,,,no_evidence,,,FALSE,,,,,,,,,,0,,PPP1R1B,,0.2377,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,TBC1D1,,0.0131,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26560871,cg26560871_TC21_T1_GRM1,GRM1,16,Glutamate & synaptic scaffolding,cg26560871,GRM1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,SHPRH,,0.1667,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26564369,cg26564369_BC21_T1_ADRA2B,ADRA2B,10,Noradrenaline & sympathetic nervous system,cg26564369,ADRA2B,,,,no_evidence,,,FALSE,,,,,,,,,,0,,DUSP2,,0.2377,A,REQUESTED_GENE_UNAVAILABLE,DUSP2,,0.6135,A,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26569182,cg26569182_BC21_T1_SHANK3,SHANK3,16,Glutamate & synaptic scaffolding,cg26569182,SHANK3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAPK8IP2,,0.126,B,REQUESTED_GENE_UNAVAILABLE,MAPK8IP2,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26569184,cg26569184_TC21_T1_SHANK3,SHANK3,16,Glutamate & synaptic scaffolding,cg26569184,SHANK3,,,,no_evidence,,,FALSE,,,,,,,,,,0,,MAPK8IP2,,0.126,B,REQUESTED_GENE_UNAVAILABLE,MAPK8IP2,,0.1453,B,REQUESTED_GENE_UNAVAILABLE,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26575633,cg26575633_BC21_T1_NTRK1,NTRK1,18,Neurotrophins & activity-dependent plasticity,cg26575633,NTRK1,,,,no_evidence,,,FALSE,,,,,,,,,,0,,CCNL1,,0.298,B,REQUESTED_GENE_UNAVAILABLE,LRRC71,,0.0695,A,REQUESTED_GENE_UNAVAILABLE,LRRC71,,0.1124,B,REQUESTED_GENE_UNAVAILABLE,,,,,,,,,,LRRC71;MRPL24,nasal_epithelium,LRRC71:+1;MRPL24:-1,,TRUE,"measured association is with LRRC71;MRPL24, not the requested gene - check which gene this CpG actually tracks","no catalogue holds this CpG-gene pair and no distance could be computed | measured association is with LRRC71;MRPL24, not the requested gene",,
cg26605398,cg26605398_BC21_T1_ASMT,ASMT,23,Circadian & melatonin,cg26605398,ASMT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
cg26605407,cg26605407_TC21_T1_ASMT,ASMT,23,Circadian & melatonin,cg26605407,ASMT,,,,no_evidence,,,FALSE,,,,,,,,,,0,,,,,,UNMAPPED,,,,,UNMAPPED,,,,,UNMAPPED,,,,,,,,,,,,,,,"",no catalogue holds this CpG-gene pair and no distance could be computed,,
